timestamp_ms,shunt_voltage_mV,bus_voltage_V,current_mA,power_mW,workload_state,status
7394,0.330000,5.088750,33.000,167.500,0,OK
7414,0.325000,5.090000,32.500,166.250,0,OK
7434,0.327500,5.091250,32.750,166.250,0,OK
7454,0.330000,5.091250,32.750,166.250,0,OK
7474,0.327500,5.090000,32.500,166.250,0,OK
7494,0.325000,5.091250,32.750,166.250,0,OK
7514,0.327500,5.090000,32.750,166.250,0,OK
7534,0.327500,5.088750,32.750,166.250,0,OK
7554,0.327500,5.088750,32.750,166.250,0,OK
7574,0.325000,5.090000,32.500,166.250,0,OK
7594,0.327500,5.090000,32.750,166.250,0,OK
7614,0.325000,5.091250,32.500,166.250,0,OK
7634,0.325000,5.090000,33.000,167.500,0,OK
7654,0.330000,5.090000,32.500,166.250,0,OK
7674,0.330000,5.090000,32.500,167.500,0,OK
7694,0.330000,5.086250,33.000,167.500,0,OK
7714,0.327500,5.091250,32.750,166.250,0,OK
7734,0.325000,5.090000,32.500,166.250,0,OK
7754,0.327500,5.090000,32.750,166.250,0,OK
7774,0.327500,5.091250,32.750,166.250,0,OK
7794,0.330000,5.090000,33.000,167.500,0,OK
7814,0.327500,5.091250,32.750,166.250,0,OK
7834,0.325000,5.090000,32.750,166.250,0,OK
7854,0.330000,5.090000,33.000,167.500,0,OK
7874,0.330000,5.088750,33.000,167.500,0,OK
7894,0.330000,5.088750,33.000,167.500,0,OK
7914,0.325000,5.091250,32.500,166.250,0,OK
7934,0.325000,5.088750,32.500,166.250,0,OK
7954,0.327500,5.090000,32.750,166.250,0,OK
7974,0.327500,5.090000,32.750,166.250,0,OK
7994,0.327500,5.090000,32.500,166.250,0,OK
8014,0.327500,5.091250,32.750,166.250,0,OK
8034,0.327500,5.085000,32.750,166.250,0,OK
8054,0.330000,5.091250,33.000,167.500,0,OK
8074,0.325000,5.088750,32.500,166.250,0,OK
8094,0.327500,5.090000,32.750,166.250,0,OK
8114,0.327500,5.091250,32.750,166.250,0,OK
8134,0.330000,5.090000,33.000,167.500,0,OK
8154,0.330000,5.088750,32.750,166.250,0,OK
8174,0.325000,5.088750,32.750,166.250,0,OK
8194,0.327500,5.090000,32.750,166.250,0,OK
8214,0.327500,5.087500,32.750,166.250,0,OK
8234,0.327500,5.090000,32.750,166.250,0,OK
8254,0.327500,5.091250,32.750,166.250,0,OK
8274,0.327500,5.090000,32.750,166.250,0,OK
8294,0.325000,5.090000,32.500,166.250,0,OK
8314,0.327500,5.090000,32.750,166.250,0,OK
8334,0.327500,5.090000,32.750,166.250,0,OK
8354,0.327500,5.090000,32.500,166.250,0,OK
8374,0.327500,5.090000,32.750,166.250,0,OK
8394,0.325000,5.088750,32.500,166.250,0,OK
8414,0.325000,5.090000,32.500,166.250,0,OK
8434,0.330000,5.090000,33.000,167.500,0,OK
8454,0.327500,5.090000,32.750,166.250,0,OK
8474,0.325000,5.090000,32.500,166.250,0,OK
8494,0.327500,5.090000,32.500,166.250,0,OK
8514,0.327500,5.090000,32.750,166.250,0,OK
8534,0.325000,5.088750,32.750,166.250,0,OK
8554,0.330000,5.086250,33.000,167.500,0,OK
8574,0.327500,5.090000,32.750,166.250,0,OK
8594,0.327500,5.091250,32.750,166.250,0,OK
8614,0.330000,5.091250,33.000,167.500,0,OK
8634,0.327500,5.091250,32.750,166.250,0,OK
8654,0.335000,5.090000,32.750,166.250,0,OK
8674,0.327500,5.090000,32.750,166.250,0,OK
8694,0.327500,5.091250,32.500,166.250,0,OK
8714,0.325000,5.090000,32.500,166.250,0,OK
8734,0.327500,5.088750,32.750,166.250,0,OK
8754,0.327500,5.090000,32.750,166.250,0,OK
8774,0.327500,5.091250,32.750,166.250,0,OK
8794,0.325000,5.090000,32.500,166.250,0,OK
8814,0.325000,5.090000,32.500,166.250,0,OK
8834,0.325000,5.091250,32.500,166.250,0,OK
8854,0.325000,5.090000,32.750,166.250,0,OK
8874,0.330000,5.090000,32.500,167.500,0,OK
8894,0.327500,5.090000,32.750,166.250,0,OK
8914,0.327500,5.088750,32.750,166.250,0,OK
8934,0.327500,5.091250,32.750,166.250,0,OK
8954,0.327500,5.090000,32.750,166.250,0,OK
8974,0.327500,5.090000,32.750,166.250,0,OK
8994,0.327500,5.090000,32.750,166.250,0,OK
9014,0.330000,5.090000,32.750,166.250,0,OK
9034,0.327500,5.091250,32.500,166.250,0,OK
9054,0.325000,5.090000,32.750,166.250,0,OK
9074,0.330000,5.086250,33.000,167.500,0,OK
9094,0.325000,5.091250,32.500,166.250,0,OK
9114,0.327500,5.091250,32.750,166.250,0,OK
9134,0.327500,5.088750,32.750,166.250,0,OK
9154,0.327500,5.090000,32.750,166.250,0,OK
9174,0.327500,5.091250,32.750,166.250,0,OK
9194,0.325000,5.091250,32.750,166.250,0,OK
9214,0.325000,5.090000,32.750,166.250,0,OK
